date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2020-04-08,28.24,22.28,34.54,0.73,260.3,5.904,1013.8468426346061
2020-04-09,28.4,22.06,35.03,5.11,97.0,5.867999999999999,1013.3135197294853
2020-04-10,28.84,21.88,36.38,0.12,90.4,9.072000000000001,1014.0601717966543
2020-04-11,28.86,22.53,36.23,0.71,88.1,9.756,1015.126817606896
2020-04-12,28.7,22.36,36.31,0.06,84.6,9.360000000000001,1014.1668363776785
2020-04-13,29.27,22.84,37.12,0.01,85.8,8.676,1012.7801968243646
2020-04-14,30.08,22.58,38.42,0.0,87.6,9.036,1013.4201843105095
2020-04-15,30.37,22.86,38.55,0.03,100.9,6.408,1013.6335134725578
2020-04-16,30.35,23.79,38.43,0.09,214.9,6.192,1012.6735322433403
2020-04-17,30.91,23.82,38.75,0.3,150.7,7.416,1012.2468739192437
2020-04-18,30.95,24.36,38.66,0.13,139.5,7.776000000000001,1012.4602030812921
2020-04-19,30.94,24.8,37.89,0.01,100.9,6.8759999999999994,1012.0335447571954
2020-04-20,30.95,24.7,38.11,0.65,97.8,8.46,1012.1402093382195
2020-04-21,30.92,24.42,39.2,0.62,160.2,6.192,1012.4602030812921
2020-04-22,30.03,24.03,38.04,2.03,242.9,9.107999999999999,1012.3535385002677
2020-04-23,29.87,23.86,37.18,0.71,248.4,9.828,1011.9268801761713
2020-04-24,27.9,23.64,34.99,0.75,247.9,10.08,1012.3535385002677
2020-04-25,29.69,23.45,36.24,0.81,252.0,5.832000000000001,1011.5002218520746
2020-04-26,27.08,23.93,30.78,4.89,82.8,6.732,1012.8868614053886
2020-04-27,28.52,23.85,34.53,2.13,288.7,4.932,1013.2068551484612
2020-04-28,26.91,23.64,30.9,7.45,152.0,6.516,1012.6735322433403
2020-04-29,24.97,22.47,28.2,4.42,260.4,9.756,1013.4201843105095
2020-04-30,27.98,22.46,34.96,0.24,254.7,6.588,1013.5268488915335
2020-05-01,28.59,22.48,36.41,5.14,290.0,5.652,1012.1402093382195
2020-05-02,28.78,23.1,36.08,1.28,325.0,5.256,1011.0735635279781
2020-05-03,30.16,24.32,37.85,0.45,128.1,7.056,1010.9668989469538
2020-05-04,29.73,24.23,36.6,0.03,211.0,5.22,1012.0335447571954
2020-05-05,29.58,24.67,36.5,0.22,228.4,6.228,1011.8202155951471
2020-05-06,27.82,24.03,33.01,3.05,244.7,7.848000000000001,1011.8202155951471
2020-05-07,27.56,23.95,32.71,4.22,252.4,7.452,1012.1402093382195
2020-05-08,26.44,22.72,30.95,1.67,255.2,6.3,1012.1402093382195
2020-05-09,29.93,22.71,37.36,0.05,126.6,6.84,1011.5002218520746
2020-05-10,28.45,24.83,33.92,0.21,226.8,3.3120000000000003,1011.8202155951471
2020-05-11,28.27,24.76,33.22,0.15,166.3,5.6160000000000005,1011.8202155951471
2020-05-12,27.69,24.04,31.63,0.5,103.7,4.824000000000001,1011.7135510141229
2020-05-13,29.26,23.64,36.58,0.32,233.7,7.632000000000001,1010.4335760418331
2020-05-14,28.0,24.74,32.32,0.38,273.4,5.832000000000001,1010.1135822987605
2020-05-15,27.66,24.24,32.72,1.06,246.1,8.676,1008.940271907495
2020-05-16,28.02,24.17,33.91,0.38,265.9,13.068,1008.6202781644224
2020-05-17,26.87,22.6,31.79,8.13,274.5,15.264000000000001,1008.4069490023742
2020-05-18,26.18,22.46,32.04,2.38,276.3,20.448,1007.8736260972534
2020-05-19,26.66,23.59,31.29,1.18,272.2,19.944,1007.8736260972534
2020-05-20,27.7,23.4,34.56,0.24,258.3,17.064,1008.8336073264707
2020-05-21,25.99,22.29,31.31,2.46,244.2,15.264000000000001,1010.7535697849056
2020-05-22,27.83,22.09,35.06,0.23,259.3,14.976,1010.0069177177364
2020-05-23,28.93,23.75,36.06,0.04,254.0,14.076,1010.2202468797847
2020-05-24,28.13,24.44,34.02,0.65,263.2,16.092,1010.8602343659296
2020-05-25,27.16,23.93,31.76,3.07,263.4,13.5,1011.8202155951471
2020-05-26,27.4,23.88,31.93,0.77,262.4,12.276000000000002,1011.9268801761713
2020-05-27,27.15,23.62,31.85,2.66,256.7,13.751999999999999,1011.6068864330989
2020-05-28,26.81,23.31,32.1,20.79,251.4,14.436,1011.0735635279781
2020-05-29,26.43,22.66,32.14,2.21,268.6,10.044,1010.9668989469538
2020-05-30,26.45,22.66,32.56,2.36,237.5,9.072000000000001,1011.0735635279781
2020-05-31,26.45,22.79,32.62,1.63,225.2,13.860000000000001,1011.6068864330989
2020-06-01,25.8,23.37,29.96,5.16,231.1,16.056,1012.3535385002677
2020-06-02,25.09,23.07,28.63,7.9,231.7,16.596,1011.9268801761713
2020-06-03,25.02,22.44,28.47,1.72,227.9,17.64,1011.8202155951471
2020-06-04,25.14,22.48,28.96,5.6,234.9,18.324,1012.0335447571954
2020-06-05,25.44,22.26,30.16,5.68,244.0,17.46,1012.0335447571954
2020-06-06,25.49,22.17,31.44,7.43,249.6,16.956,1011.6068864330989
2020-06-07,25.19,22.12,30.14,2.7,253.0,15.840000000000002,1011.0735635279781
2020-06-08,25.52,21.11,31.88,0.08,273.5,14.328,1010.6469052038814
2020-06-09,25.3,20.92,31.14,2.85,273.2,14.976,1010.326911460809
2020-06-10,25.16,20.64,30.52,2.74,266.1,18.648,1009.2602656505674
2020-06-11,24.95,21.58,31.23,1.69,260.0,19.8,1008.5136135833983
2020-06-12,24.85,21.26,29.56,2.23,257.1,22.824,1008.3002844213499
2020-06-13,25.74,21.02,31.39,3.51,257.0,20.988,1009.3669302315915
2020-06-14,25.5,22.28,30.53,1.6,265.5,21.312,1010.0069177177364
2020-06-15,25.98,22.73,30.46,2.45,259.8,17.64,1009.1536010695432
2020-06-16,25.19,22.7,28.57,3.0,250.2,16.776,1008.940271907495
2020-06-17,24.66,21.56,28.8,2.61,250.2,17.352,1009.6869239746638
2020-06-18,24.51,21.36,29.8,1.91,254.7,16.308,1011.0735635279781
2020-06-19,24.78,21.39,28.52,1.65,261.9,14.724,1011.2868926900263
2020-06-20,24.9,21.56,29.32,0.64,259.3,13.860000000000001,1011.2868926900263
2020-06-21,24.18,21.61,28.39,5.24,254.5,17.856,1010.1135822987605
2020-06-22,24.81,21.23,29.98,1.36,267.1,17.856,1009.4735948126156
2020-06-23,24.9,21.11,29.92,0.05,268.6,12.78,1010.326911460809
2020-06-24,25.2,21.37,30.97,1.87,260.9,12.888,1010.1135822987605
2020-06-25,24.43,21.38,29.56,10.67,247.1,10.008,1008.8336073264707
2020-06-26,24.79,21.31,30.47,4.69,241.5,13.751999999999999,1008.7269427454465
2020-06-27,24.79,22.1,28.75,2.9,247.2,14.724,1009.2602656505674
2020-06-28,25.24,22.24,29.15,10.23,266.0,14.544,1008.8336073264707
2020-06-29,25.0,22.13,28.88,8.48,259.3,14.184,1008.1936198403257
2020-06-30,25.33,21.96,30.95,0.67,262.5,16.704,1008.3002844213499
2020-07-01,24.41,20.91,28.66,0.48,256.7,14.724,1009.7935885556882
2020-07-02,24.17,21.04,28.35,6.63,267.6,16.668,1010.1135822987605
2020-07-03,22.96,20.56,27.48,10.31,245.9,17.748,1010.4335760418331
2020-07-04,23.68,21.17,27.63,5.82,250.3,21.6,1010.0069177177364
2020-07-05,24.23,20.89,29.11,4.65,258.5,16.452,1009.5802593936398
2020-07-06,23.46,20.79,27.44,14.68,250.5,18.144000000000002,1010.0069177177364
2020-07-07,24.34,21.0,29.04,5.23,249.9,16.776,1010.5402406228573
2020-07-08,24.03,20.85,27.53,11.29,259.1,12.024,1010.7535697849056
2020-07-09,23.57,20.76,26.56,19.18,261.4,9.251999999999999,1010.2202468797847
2020-07-10,23.88,21.34,27.84,1.71,247.6,10.008,1010.9668989469538
2020-07-11,24.04,21.37,28.59,6.65,251.3,12.636,1010.6469052038814
2020-07-12,24.46,21.22,29.35,1.1,256.9,15.3,1009.4735948126156
2020-07-13,24.19,21.04,28.79,4.87,266.6,10.224,1009.046936488519
2020-07-14,24.2,21.79,27.52,3.12,265.0,11.520000000000001,1009.2602656505674
2020-07-15,23.63,21.37,26.87,7.73,248.8,15.552000000000001,1009.046936488519
2020-07-16,23.94,21.01,27.95,13.86,251.7,16.164,1008.5136135833983
2020-07-17,23.09,20.55,26.28,4.56,255.6,13.032,1008.8336073264707
2020-07-18,23.83,20.55,28.32,3.26,248.9,12.312,1009.7935885556882
2020-07-19,24.24,20.68,27.2,7.49,278.3,4.968,1009.4735948126156
2020-07-20,23.69,20.78,27.13,31.63,229.5,9.504000000000001,1008.4069490023742
2020-07-21,24.52,20.79,28.92,0.79,232.0,5.184,1009.2602656505674
2020-07-22,24.96,21.7,28.6,1.07,232.7,4.968,1009.046936488519
2020-07-23,24.2,21.67,27.38,17.39,232.9,9.288,1009.3669302315915
2020-07-24,23.63,20.53,27.79,1.72,231.8,12.672,1010.6469052038814
2020-07-25,22.97,20.58,25.48,2.73,224.5,12.384,1011.7135510141229
2020-07-26,23.45,20.54,27.65,1.36,256.1,11.808,1012.6735322433403
2020-07-27,24.12,20.49,29.15,2.76,262.0,12.492,1011.0735635279781
2020-07-28,23.83,21.51,27.72,7.55,253.6,14.688,1009.4735948126156
2020-07-29,23.45,21.12,27.09,17.08,254.2,14.724,1008.940271907495
2020-07-30,23.48,21.01,26.81,4.17,244.1,16.344,1009.3669302315915
2020-07-31,24.09,21.75,27.74,12.29,250.5,17.064,1009.046936488519
2020-08-01,23.14,21.3,26.32,6.37,252.2,16.38,1010.0069177177364
2020-08-02,23.29,21.42,26.39,8.24,252.7,23.291999999999998,1009.9002531367123
2020-08-03,23.63,21.98,26.73,13.92,246.7,25.596,1008.6202781644224
2020-08-04,23.54,21.96,26.32,18.54,253.2,29.376,1007.5536323541808
2020-08-05,23.77,22.06,25.78,7.64,250.2,30.6,1006.4869865439393
2020-08-06,24.68,22.64,27.7,27.16,251.7,27.971999999999998,1008.4069490023742
2020-08-07,23.64,21.41,26.92,23.3,262.1,22.68,1010.8602343659296
2020-08-08,23.39,21.03,27.43,20.7,267.5,18.971999999999998,1010.5402406228573
2020-08-09,22.56,21.01,25.15,10.0,263.4,15.696000000000002,1010.326911460809
2020-08-10,23.29,21.18,26.04,1.58,250.4,18.468,1010.326911460809
2020-08-11,23.77,21.51,27.16,8.0,257.9,16.740000000000002,1011.9268801761713
2020-08-12,23.76,21.56,27.03,0.73,259.8,16.56,1012.3535385002677
2020-08-13,23.57,21.39,26.62,6.37,258.4,14.22,1010.5402406228573
2020-08-14,22.98,20.67,26.45,1.79,254.1,14.508000000000001,1009.6869239746638
2020-08-15,23.39,20.8,26.63,0.64,250.1,15.515999999999998,1010.4335760418331
2020-08-16,23.5,20.92,26.98,1.6,257.1,15.264000000000001,1010.1135822987605
2020-08-17,24.13,20.88,28.41,2.31,257.6,14.328,1010.1135822987605
2020-08-18,24.27,21.1,28.63,3.68,258.5,14.688,1010.1135822987605
2020-08-19,23.75,21.35,27.36,0.27,263.7,12.312,1009.2602656505674
2020-08-20,23.41,21.0,26.58,0.38,258.6,11.592,1010.0069177177364
2020-08-21,24.51,20.87,29.29,0.03,259.8,11.484,1011.3935572710504
2020-08-22,24.6,21.0,29.15,6.52,268.0,10.26,1011.9268801761713
2020-08-23,24.08,21.06,28.19,3.61,266.4,9.936,1011.8202155951471
2020-08-24,24.4,21.15,28.88,10.41,257.0,8.532,1011.7135510141229
2020-08-25,24.47,21.33,28.96,2.11,274.0,8.172,1012.3535385002677
2020-08-26,24.38,21.18,28.66,0.86,262.0,6.84,1012.3535385002677
2020-08-27,24.31,20.84,29.02,0.04,264.3,9.576,1011.1802281090022
2020-08-28,24.7,20.61,30.42,0.13,263.2,11.16,1010.6469052038814
2020-08-29,24.4,20.49,28.7,0.05,257.0,12.168,1010.6469052038814
2020-08-30,24.8,21.51,28.84,1.97,262.3,9.972,1011.0735635279781
2020-08-31,24.08,21.49,27.39,8.01,259.9,8.28,1011.3935572710504
2020-09-01,23.41,20.69,27.24,9.68,265.3,10.8,1011.3935572710504
2020-09-02,23.1,20.61,26.6,14.46,242.0,9.468,1010.6469052038814
2020-09-03,24.1,20.87,27.98,3.64,223.0,7.164,1010.1135822987605
2020-09-04,24.76,21.43,28.74,7.64,233.9,5.724,1009.5802593936398
2020-09-05,25.32,21.94,29.31,0.74,121.0,4.716,1008.7269427454465
2020-09-06,24.3,21.54,28.39,22.47,232.9,11.16,1009.5802593936398
2020-09-07,23.28,21.03,26.02,4.35,242.8,15.408000000000001,1010.7535697849056
2020-09-08,24.1,20.95,27.58,4.23,243.1,9.792000000000002,1010.7535697849056
2020-09-09,23.64,21.31,27.5,16.86,228.5,13.751999999999999,1009.5802593936398
2020-09-10,23.48,21.45,26.88,5.98,226.5,21.384,1008.1936198403257
2020-09-11,23.26,20.68,26.25,10.03,245.8,18.432000000000002,1010.2202468797847
2020-09-12,22.29,19.04,26.05,6.3,251.4,14.472,1012.1402093382195
2020-09-13,22.22,18.98,25.76,4.84,262.4,13.536,1012.2468739192437
2020-09-14,22.86,19.98,27.55,2.54,258.1,16.092,1011.1802281090022
2020-09-15,23.84,20.24,27.93,2.79,253.3,16.704,1010.7535697849056
2020-09-16,23.99,21.23,27.97,2.21,258.1,14.4,1011.0735635279781
2020-09-17,24.06,21.26,27.92,5.9,257.8,16.272,1011.3935572710504
2020-09-18,23.62,20.75,27.68,5.58,262.4,18.072,1010.0069177177364
2020-09-19,23.5,20.65,27.27,13.95,259.8,23.291999999999998,1008.5136135833983
2020-09-20,23.2,21.39,26.4,12.21,250.8,26.136,1008.4069490023742
2020-09-21,22.84,20.4,26.67,5.98,252.2,23.904,1009.046936488519
2020-09-22,22.5,19.94,25.85,1.89,257.7,17.496000000000002,1010.4335760418331
2020-09-23,23.13,19.81,27.03,1.6,253.3,13.5,1011.3935572710504
2020-09-24,23.37,20.42,27.11,0.7,259.3,10.116,1012.6735322433403
2020-09-25,22.94,19.77,27.76,4.84,252.9,10.008,1012.3535385002677
2020-09-26,22.05,19.76,25.53,0.69,248.1,9.036,1012.4602030812921
2020-09-27,23.82,19.8,28.48,4.42,264.3,8.676,1012.2468739192437
2020-09-28,23.94,20.85,28.74,2.1,255.5,11.196,1011.6068864330989
2020-09-29,23.67,21.09,27.64,13.4,257.0,14.58,1010.6469052038814
2020-09-30,22.99,20.52,26.83,1.64,257.7,13.428,1010.8602343659296
2020-10-01,22.7,19.98,26.35,0.01,261.5,10.512,1011.0735635279781
2020-10-02,23.32,19.79,27.84,2.45,257.8,11.268,1011.0735635279781
2020-10-03,23.57,20.17,28.17,0.3,259.8,12.708,1012.1402093382195
2020-10-04,23.61,19.59,28.42,0.03,260.8,11.988000000000001,1012.2468739192437
2020-10-05,23.89,19.37,29.06,0.02,270.1,9.828,1011.3935572710504
2020-10-06,25.06,20.45,29.94,2.04,256.6,9.251999999999999,1011.0735635279781
2020-10-07,24.34,22.2,28.26,7.48,269.7,9.504000000000001,1011.3935572710504
2020-10-08,24.6,22.32,28.17,7.47,259.6,6.336,1010.8602343659296
2020-10-09,23.09,20.85,25.54,13.63,254.3,10.26,1011.2868926900263
2020-10-10,23.03,20.7,26.73,5.68,265.0,9.936,1011.0735635279781
2020-10-11,22.33,20.49,25.99,5.71,257.0,15.012,1009.5802593936398
2020-10-12,23.22,21.03,26.86,4.9,247.9,18.684,1007.7669615162292
2020-10-13,23.11,21.12,26.92,2.6,250.3,20.808,1007.6602969352051
2020-10-14,23.26,20.28,27.47,1.97,254.0,18.540000000000003,1008.7269427454465
2020-10-15,23.46,20.0,27.82,1.7,242.6,14.616,1008.8336073264707
2020-10-16,23.6,20.28,28.17,1.67,261.8,11.664000000000001,1008.940271907495
2020-10-17,23.62,20.12,28.25,2.7,255.4,9.144,1010.0069177177364
2020-10-18,23.51,20.55,27.86,1.38,260.5,8.172,1010.7535697849056
2020-10-19,23.94,20.37,28.72,8.4,259.8,9.036,1010.1135822987605
2020-10-20,22.92,21.04,25.82,6.78,256.6,10.44,1010.2202468797847
2020-10-21,23.54,20.87,27.76,2.74,254.2,12.852,1010.4335760418331
2020-10-22,23.71,20.79,27.96,0.73,247.7,12.528,1010.2202468797847
2020-10-23,23.22,19.23,28.53,0.04,245.6,13.284,1011.0735635279781
2020-10-24,22.41,18.0,28.3,0.02,260.3,9.576,1012.5668676623163
2020-10-25,23.24,17.87,28.64,83.63,261.1,7.128,1013.100190567437
2020-10-26,24.81,19.46,29.35,1.57,10.6,3.2760000000000002,1012.7801968243646
2020-10-27,24.41,20.74,27.79,0.16,53.2,4.104,1012.6735322433403
2020-10-28,24.75,20.55,29.01,0.21,17.2,4.680000000000001,1013.4201843105095
2020-10-29,24.39,20.64,28.74,1.13,4.0,4.6080000000000005,1013.3135197294853
2020-10-30,24.76,21.0,28.75,1.32,66.4,3.132,1013.100190567437
2020-10-31,24.75,21.51,28.37,0.07,123.4,3.24,1013.3135197294853
2020-11-01,24.73,21.51,29.21,4.21,221.6,3.636,1014.0601717966543
2020-11-02,24.79,21.2,28.7,12.04,127.4,2.556,1014.5934947017752
2020-11-03,24.56,21.02,28.68,2.26,89.3,6.372,1014.3801655397268
2020-11-04,24.95,21.32,29.09,8.6,92.5,5.256,1013.6335134725578
2020-11-05,24.33,20.03,28.85,13.37,81.3,7.596,1014.5934947017752
2020-11-06,23.47,19.85,27.95,3.16,78.8,9.9,1015.2334821879202
2020-11-07,23.9,20.28,28.88,0.38,74.4,11.124,1015.6601405120168
2020-11-08,23.8,20.25,28.51,4.14,71.1,11.196,1015.766805093041
2020-11-09,23.99,18.98,29.47,0.01,52.6,7.596,1013.9535072156302
2020-11-10,21.68,16.18,28.06,0.0,64.6,10.368,1012.8868614053886
2020-11-11,23.64,16.05,28.59,3.18,53.9,7.920000000000001,1012.8868614053886
2020-11-12,23.32,20.79,26.14,8.97,66.3,11.196,1013.4201843105095
2020-11-13,23.38,20.71,26.74,8.56,66.6,10.8,1013.4201843105095
2020-11-14,23.86,19.89,28.4,0.29,67.6,12.996,1012.4602030812921
2020-11-15,24.16,19.68,28.52,7.84,65.2,13.68,1011.9268801761713
2020-11-16,22.94,20.9,26.17,19.8,71.2,13.644,1013.100190567437
2020-11-17,22.76,19.64,26.23,33.2,83.2,13.428,1012.7801968243646
2020-11-18,23.24,19.25,26.83,10.9,81.5,10.476,1013.100190567437
2020-11-19,22.86,19.78,26.86,1.0,77.7,10.404,1013.740178053582
2020-11-20,22.39,18.28,26.98,0.89,73.1,10.728,1014.3801655397268
2020-11-21,21.33,15.47,27.29,0.02,67.8,8.964,1014.9134884448476
2020-11-22,20.94,15.3,26.61,0.0,65.1,8.316,1015.3401467689442
2020-11-23,21.71,17.04,26.73,0.0,59.5,7.992000000000001,1014.7001592827993
2020-11-24,22.88,17.14,27.89,0.0,33.1,7.668,1013.2068551484612
2020-11-25,23.7,19.48,27.66,3.36,346.6,7.236,1011.2868926900263
2020-11-26,22.56,19.05,26.41,4.75,277.3,11.916,1011.0735635279781
2020-11-27,22.89,18.85,26.99,3.65,296.8,4.896000000000001,1013.2068551484612
2020-11-28,21.84,19.67,25.38,2.37,66.1,10.368,1015.0201530258717
2020-11-29,22.69,19.69,26.65,1.84,66.9,10.944,1015.2334821879202
2020-11-30,22.57,18.77,26.97,0.05,58.8,11.735999999999999,1015.3401467689442
2020-12-01,21.47,17.79,26.95,0.0,55.1,11.592,1015.2334821879202
2020-12-02,23.24,17.58,28.31,3.09,43.5,8.676,1013.4201843105095
2020-12-03,22.24,19.87,25.39,10.45,35.5,9.144,1011.9268801761713
2020-12-04,21.89,18.86,25.58,6.13,33.9,15.444,1010.8602343659296
2020-12-05,22.3,18.69,26.0,1.52,49.5,11.592,1012.1402093382195
2020-12-06,22.92,19.75,26.9,17.87,58.7,12.564000000000002,1013.6335134725578
2020-12-07,22.73,20.42,25.57,5.91,67.8,14.472,1014.9134884448476
