date,market_name,modal_price,min_price,max_price,markets_reporting,varieties_reporting,rows_reporting,tavg,tmin,tmax,prcp,wdir,wspd,pres,msp_applicable,msp_value_per_quintal,govt_procurement_active,pmfby_insurance_active,state_scheme_active,harvest_season_active,price_impact_direction
2023-10-14,Udumalpet,2230.0,2200.0,2250.0,1,1,1,24.4,21.01,28.68,30.71,16.8,3.6,1015.3401467689442,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-15,Udumalpet,2230.0,2200.0,2250.0,1,1,1,23.3,21.7,25.49,11.31,231.6,5.6160000000000005,1013.846842634606,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-16,Udumalpet,2230.0,2200.0,2250.0,1,1,1,24.14,20.84,28.9,16.1,259.3,6.5520000000000005,1014.3801655397268,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-17,Udumalpet,2230.0,2200.0,2250.0,1,1,1,23.05,20.41,25.5,6.14,22.4,4.428,1015.3401467689442,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-18,Udumalpet,2230.0,2200.0,2250.0,1,1,1,25.03,20.81,29.38,0.32,86.8,6.156,1015.5534759309924,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-19,Udumalpet,2230.0,2200.0,2250.0,1,1,1,25.07,20.82,29.98,1.97,84.4,5.976,1015.4468113499684,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-20,Udumalpet,2230.0,2200.0,2250.0,1,1,1,25.09,20.18,30.29,0.45,81.1,6.336,1015.126817606896,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-24,Udumalpet,2230.0,2200.0,2250.0,1,1,1,24.97,21.17,30.15,2.1,255.1,4.824000000000001,1014.5934947017752,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-25,Udumalpet,2230.0,2200.0,2250.0,1,1,1,24.98,21.16,29.89,24.81,269.3,3.3480000000000003,1015.4468113499684,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-26,Udumalpet,2230.0,2200.0,2250.0,1,1,1,25.0,20.95,29.57,1.0,98.4,4.680000000000001,1015.3401467689442,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-27,Udumalpet,2230.0,2200.0,2260.0,1,1,1,25.04,20.74,29.34,0.3,93.8,5.976,1014.2735009587028,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-28,Udumalpet,2230.0,2200.0,2270.0,1,1,1,24.87,21.2,28.82,0.56,90.6,6.084,1014.0601717966543,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-30,Udumalpet,2240.0,2200.0,2270.0,1,1,1,22.92,20.38,26.83,8.68,84.2,7.956,1014.7001592827992,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-10-31,Udumalpet,2230.0,2200.0,2260.0,1,1,1,23.48,20.26,27.76,6.36,74.0,7.308,1015.126817606896,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-01,Udumalpet,2230.0,2200.0,2260.0,1,1,1,24.69,20.28,28.54,19.63,62.6,6.012,1014.486830120751,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-03,Udumalpet,2320.0,2300.0,2350.0,1,1,1,24.1,21.06,28.16,11.3,83.7,7.092,1012.5668676623164,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-07,Udumalpet,2320.0,2300.0,2350.0,1,1,1,23.62,20.84,26.89,10.21,123.7,5.976,1014.9134884448476,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-08,Udumalpet,2320.0,2300.0,2350.0,1,1,1,24.08,20.95,27.76,28.47,120.3,4.5,1014.8068238638234,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-10,Udumalpet,2330.0,2300.0,2350.0,1,1,1,23.18,19.57,27.28,0.94,74.5,9.396,1016.620121741234,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-14,Udumalpet,2320.0,2300.0,2350.0,1,1,1,21.66,18.95,25.87,2.53,41.2,9.54,1014.7001592827992,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-15,Udumalpet,2320.0,2300.0,2350.0,1,1,1,23.85,18.8,27.74,0.79,27.2,4.284,1014.486830120751,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-17,Udumalpet,2320.0,2300.0,2350.0,1,1,1,24.31,20.45,28.42,1.45,85.7,6.408,1014.9134884448476,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-19,Udumalpet,2320.0,2300.0,2350.0,1,1,1,23.45,20.42,27.99,0.02,76.8,10.836,1014.8068238638234,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-20,Udumalpet,2320.0,2300.0,2350.0,1,1,1,24.25,20.34,28.49,0.0,53.9,6.12,1014.486830120751,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-21,Udumalpet,2320.0,2300.0,2350.0,1,1,1,24.74,20.7,28.59,10.41,85.0,4.896000000000001,1013.3135197294852,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-22,Udumalpet,2320.0,2300.0,2350.0,1,1,1,23.48,21.7,25.87,29.8,101.6,5.796,1013.4201843105096,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-23,Udumalpet,2320.0,2300.0,2350.0,1,1,1,23.33,20.85,26.94,7.63,83.7,10.116,1012.3535385002676,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-24,Udumalpet,2320.0,2300.0,2350.0,1,1,1,23.29,20.61,26.14,0.78,86.8,9.036,1013.5268488915336,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-27,Udumalpet,2320.0,2300.0,2350.0,1,1,1,23.51,20.2,27.95,2.4,73.9,11.16,1014.0601717966543,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-29,Udumalpet,2320.0,2300.0,2350.0,1,1,1,22.67,19.68,26.48,2.1,72.9,9.252,1013.6335134725578,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2023-11-30,Udumalpet,2320.0,2300.0,2350.0,1,1,1,22.77,19.68,26.83,1.08,72.7,8.928,1014.2735009587028,1.0,2090.0,1.0,1.0,1.0,1.0,Upward
2024-01-29,Udumalpet,2240.0,2200.0,2260.0,1,1,1,22.4,15.51,30.74,0.0,75.8,9.936,1017.2601092273792,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-01-31,Udumalpet,2150.0,2120.0,2165.0,1,1,1,24.06,17.68,31.9,0.0,213.3,6.084,1016.620121741234,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-01,Udumalpet,2150.0,2120.0,2165.0,1,1,1,24.84,18.65,32.92,0.0,261.8,5.112,1016.406792579186,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-05,Udumalpet,2140.0,2110.0,2165.0,1,1,1,23.27,16.58,32.2,0.0,77.1,11.916,1018.4334196186448,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-12,Udumalpet,2220.0,2200.0,2280.0,1,1,1,23.5,16.2,32.7,0.0,80.2,14.004,1018.006761294548,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-13,Udumalpet,2250.0,2205.0,2300.0,1,1,1,24.52,17.46,32.45,0.0,76.6,12.564000000000002,1017.2601092273792,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-15,Udumalpet,2250.0,2230.0,2270.0,1,1,1,24.4,17.93,32.81,0.0,80.2,14.292000000000002,1016.51345716021,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-16,Udumalpet,2225.0,2200.0,2250.0,1,1,1,24.63,18.01,33.22,0.0,79.7,14.112,1016.406792579186,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-19,Udumalpet,2250.0,2220.0,2270.0,1,1,1,25.85,18.66,33.86,0.0,88.3,9.756,1015.4468113499684,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-20,Udumalpet,2210.0,2200.0,2230.0,1,1,1,26.6,20.04,34.15,0.16,103.8,7.632000000000001,1015.3401467689442,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-22,Udumalpet,2230.0,2200.0,2250.0,1,1,1,27.0,20.04,35.84,0.0,257.1,8.316,1014.8068238638234,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-23,Udumalpet,2200.0,2150.0,2230.0,1,1,1,27.25,19.74,36.33,0.0,255.0,7.596,1013.9535072156302,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-26,Udumalpet,2240.0,2220.0,2260.0,1,1,1,26.86,20.32,34.79,0.0,82.7,17.496000000000002,1014.1668363776784,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-27,Udumalpet,2230.0,2200.0,2270.0,1,1,1,27.16,20.53,34.41,0.0,83.4,15.48,1014.5934947017752,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-02-28,Udumalpet,2220.0,2150.0,2260.0,1,1,1,26.86,20.23,35.86,0.0,81.9,12.528,1014.0601717966543,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-01,Udumalpet,2220.0,2200.0,2240.0,1,1,1,25.3,18.33,32.9,0.0,83.8,12.636,1015.9801342550892,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-04,Udumalpet,2210.0,2150.0,2240.0,1,1,1,28.37,20.12,37.37,0.0,102.7,6.156,1014.486830120751,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-05,Udumalpet,2230.0,2200.0,2260.0,1,1,1,28.46,20.14,37.5,0.0,99.4,7.128,1014.3801655397268,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-06,Udumalpet,2240.0,2200.0,2260.0,1,1,1,28.67,21.43,37.32,0.0,109.2,5.867999999999999,1014.3801655397268,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-07,Udumalpet,2220.0,2200.0,2250.0,1,1,1,28.61,21.72,37.65,0.0,108.7,6.5520000000000005,1014.0601717966543,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-08,Udumalpet,2230.0,2200.0,2250.0,1,1,1,29.11,21.84,37.56,0.0,211.5,4.716,1014.2735009587028,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-11,Udumalpet,2230.0,2210.0,2250.0,1,1,1,29.37,21.95,37.0,0.0,97.4,8.136,1017.0467800653308,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-12,Udumalpet,2200.0,2025.0,2250.0,1,1,1,28.99,22.01,37.23,0.0,103.1,8.928,1016.3001279981617,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-13,Udumalpet,2240.0,2200.0,2260.0,1,1,1,29.01,22.39,37.54,0.32,222.1,5.760000000000001,1015.766805093041,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-18,Udumalpet,2220.0,2200.0,2260.0,1,1,1,28.82,21.95,37.38,0.0,109.6,7.308,1014.2735009587028,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-19,Udumalpet,2240.0,2220.0,2270.0,1,1,1,29.02,21.95,37.75,0.0,106.8,8.028,1013.740178053582,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-20,Udumalpet,2240.0,2200.0,2260.0,1,1,1,28.92,21.55,37.96,0.11,102.5,7.848000000000001,1013.740178053582,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-21,Udumalpet,2260.0,2240.0,2300.0,1,1,1,29.31,21.31,36.93,0.01,94.6,10.296,1013.5268488915336,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-03-25,Udumalpet,2270.0,2250.0,2300.0,1,1,1,29.07,20.14,37.6,0.12,82.9,11.664,1014.486830120751,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-06,Udumalpet,2100.0,2000.0,2250.0,1,1,1,30.78,24.56,38.11,0.0,121.0,7.416,1011.3935572710504,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-12,Udumalpet,2250.0,2100.0,2370.0,1,1,1,28.75,22.98,35.67,6.99,94.0,9.684,1012.8868614053886,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-13,Udumalpet,2150.0,2070.0,2325.0,1,1,1,28.44,22.49,35.22,1.59,97.0,8.1,1013.3135197294852,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-15,Udumalpet,2270.0,2100.0,2350.0,1,1,1,29.77,21.83,37.71,0.0,91.1,11.196,1013.740178053582,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-17,Udumalpet,2236.0,2154.0,2365.0,1,1,1,30.3,25.15,37.6,0.0,250.4,8.316,1012.2468739192436,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-20,Udumalpet,2345.0,2260.0,2450.0,1,1,1,30.79,24.21,38.71,0.01,246.8,8.316,1010.0069177177364,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-24,Udumalpet,2260.0,2130.0,2350.0,1,1,1,30.1,23.8,36.67,0.15,221.1,5.508,1010.2202468797848,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-25,Udumalpet,2230.0,2100.0,2350.0,1,1,1,31.22,23.48,38.3,0.01,122.0,8.604000000000001,1009.9002531367124,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-26,Udumalpet,2235.0,2100.0,2350.0,1,1,1,31.38,25.22,39.24,0.0,127.6,6.984,1010.0069177177364,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-27,Udumalpet,2250.0,2135.0,2360.0,1,1,1,31.17,25.02,38.86,0.0,103.5,6.696000000000001,1010.2202468797848,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-28,Udumalpet,2265.0,2110.0,2370.0,1,1,1,32.01,24.55,40.2,0.0,108.2,7.74,1010.8602343659296,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-04-29,Udumalpet,2265.0,2150.0,2350.0,1,1,1,32.04,24.81,40.97,0.0,122.1,6.803999999999999,1011.2868926900264,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-03,Udumalpet,2265.0,2150.0,2375.0,1,1,1,30.18,25.06,36.88,0.45,257.4,13.824,1010.6469052038814,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-05,Udumalpet,2265.0,2130.0,2370.0,1,1,1,30.01,23.51,38.73,0.78,254.4,12.852,1010.0069177177364,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-08,Udumalpet,2320.0,2300.0,2350.0,1,1,1,29.78,24.47,35.68,2.67,340.5,6.048,1011.073563527978,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-14,Udumalpet,2235.0,2110.0,2340.0,1,1,1,27.61,23.44,33.3,4.34,88.7,4.32,1012.1402093382196,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-15,Udumalpet,2220.0,2140.0,2345.0,1,1,1,28.56,23.43,35.09,11.23,97.4,5.004,1012.0335447571954,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-16,Udumalpet,2260.0,2156.0,2330.0,1,1,1,26.63,23.09,30.79,1.27,79.3,5.148,1012.3535385002676,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-17,Udumalpet,2235.0,2160.0,2340.0,1,1,1,27.65,22.87,34.04,27.61,123.9,4.428,1010.7535697849056,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-21,Udumalpet,2245.0,2130.0,2360.0,1,1,1,25.18,22.55,29.14,24.52,60.1,5.652,1008.0869552593016,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-27,Udumalpet,2230.0,2150.0,2310.0,1,1,1,25.58,21.46,29.72,2.18,257.8,17.928,1009.3669302315916,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-28,Udumalpet,2230.0,2100.0,2310.0,1,1,1,24.85,22.91,27.95,4.92,264.7,16.092,1009.7935885556882,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-29,Udumalpet,2245.0,2150.0,2325.0,1,1,1,25.45,22.73,29.49,7.59,260.4,14.148,1009.1536010695432,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-30,Udumalpet,2240.0,2130.0,2310.0,1,1,1,26.09,22.84,30.75,0.65,260.4,14.04,1009.3669302315916,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-05-31,Udumalpet,2450.0,2350.0,2550.0,1,1,1,26.34,23.2,29.33,3.18,271.0,11.34,1009.5802593936398,1.0,2090.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-04,Udumalpet,2500.0,2450.0,2665.0,1,1,1,25.79,22.57,30.17,1.41,248.0,11.052,1012.0335447571954,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-05,Udumalpet,2500.0,2450.0,2650.0,1,1,1,25.25,22.54,28.72,3.96,241.5,9.18,1012.3535385002676,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-06,Udumalpet,2300.0,2250.0,2350.0,1,1,1,24.0,21.23,27.45,24.11,245.3,10.476,1012.9935259864128,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-08,Udumalpet,2200.0,2100.0,2300.0,1,1,1,24.97,22.1,28.31,6.05,244.4,16.452,1011.2868926900264,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-09,Udumalpet,2250.0,2100.0,2320.0,1,1,1,24.56,21.47,28.29,2.87,256.9,17.028000000000002,1011.1802281090022,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-10,Udumalpet,2250.0,2100.0,2350.0,1,1,1,24.58,21.17,28.52,3.25,260.5,19.656,1012.0335447571954,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-11,Udumalpet,2250.0,2200.0,2300.0,1,1,1,24.29,21.09,27.94,4.51,257.6,14.796,1012.3535385002676,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-12,Udumalpet,2230.0,2150.0,2340.0,1,1,1,24.16,20.67,28.84,3.9,267.0,15.984000000000002,1013.2068551484612,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-13,Udumalpet,2250.0,2100.0,2340.0,1,1,1,24.25,20.46,30.03,0.9,265.1,13.716,1012.6735322433404,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-14,Udumalpet,2330.0,2230.0,2450.0,1,1,1,25.21,20.8,30.56,0.33,263.0,11.88,1011.7135510141228,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-06-18,Udumalpet,2230.0,2150.0,2350.0,1,1,1,25.08,20.9,29.74,9.94,251.6,14.364,1011.1802281090022,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-08,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.19,20.85,26.44,2.67,251.6,17.46,1009.2602656505674,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-09,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.41,21.04,26.79,2.27,249.7,14.76,1010.8602343659296,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-10,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.71,20.73,27.84,3.51,253.0,13.932,1012.9935259864128,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-11,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.65,20.53,28.5,0.51,266.7,11.952,1011.5002218520746,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-12,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.36,20.45,29.35,16.27,261.1,15.984000000000002,1010.9668989469538,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-13,Udumalpet,3500.0,3000.0,3500.0,1,1,1,22.88,20.75,26.07,4.56,261.3,19.296000000000003,1011.1802281090022,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-14,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.27,21.2,28.31,10.97,269.0,22.212,1008.940271907495,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-15,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.73,22.36,25.59,23.86,250.8,29.376,1008.6202781644224,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-16,Udumalpet,3500.0,3000.0,3500.0,1,1,1,22.94,21.05,25.56,13.1,258.2,25.38,1009.2602656505674,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-17,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.44,21.62,26.39,15.8,266.5,23.616,1010.6469052038814,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-18,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.33,21.41,25.86,6.96,264.5,26.064,1010.5402406228573,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-19,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.02,21.94,26.88,5.21,265.4,24.408,1009.1536010695432,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-20,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.02,21.7,27.09,2.23,258.5,21.204,1009.7935885556882,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-21,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.19,21.7,27.74,0.36,260.6,23.436,1010.326911460809,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-22,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.39,21.15,26.63,3.55,265.7,20.484,1012.6735322433404,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-23,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.51,21.1,27.09,1.6,268.3,20.016,1012.5668676623164,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-24,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.87,21.04,28.24,8.15,269.9,22.86,1010.5402406228573,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-25,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.03,21.18,27.42,9.65,266.9,26.388,1010.0069177177364,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-26,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.62,22.33,25.91,5.41,259.5,25.308,1010.7535697849056,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-27,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.54,20.8,26.94,2.07,266.7,20.88,1011.073563527978,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-28,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.43,21.45,27.93,6.24,260.1,24.156,1008.940271907495,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-29,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.27,21.91,27.12,35.36,252.5,22.86,1008.940271907495,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-30,Udumalpet,3500.0,3000.0,3500.0,1,1,1,23.21,21.79,25.84,5.67,254.2,15.912,1011.6068864330988,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-07-31,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.19,21.97,27.37,8.62,258.8,14.4,1011.7135510141228,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-01,Udumalpet,3500.0,3000.0,3500.0,1,1,1,24.3,21.87,28.25,7.15,259.7,16.92,1011.9268801761712,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-02,Udumalpet,3000.0,2500.0,3000.0,1,1,1,23.42,20.96,26.75,1.61,261.8,16.272,1012.2468739192436,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-03,Udumalpet,3000.0,2500.0,3000.0,1,1,1,23.53,20.9,27.13,2.51,268.7,12.672,1013.2068551484612,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-04,Udumalpet,3000.0,2500.0,3000.0,1,1,1,23.85,20.55,27.96,4.94,275.6,11.988,1012.6735322433404,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-05,Udumalpet,3000.0,2500.0,3000.0,1,1,1,23.9,20.55,27.6,3.61,255.4,11.34,1012.5668676623164,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-06,Udumalpet,3000.0,2500.0,3000.0,1,1,1,23.64,21.49,27.0,6.52,277.6,10.512,1011.2868926900264,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-07,Udumalpet,3000.0,2500.0,3000.0,1,1,1,23.38,21.08,26.84,4.47,261.6,11.052,1011.7135510141228,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-08,Udumalpet,3000.0,2500.0,3000.0,1,1,1,23.74,21.03,27.78,3.17,253.9,12.24,1012.1402093382196,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-09,Udumalpet,3000.0,2500.0,3000.0,1,1,1,24.35,21.45,27.87,10.22,254.9,10.944,1012.3535385002676,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-10,Udumalpet,3000.0,2500.0,3000.0,1,1,1,24.12,21.85,26.98,3.86,272.7,8.892000000000001,1011.8202155951471,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-11,Udumalpet,3000.0,2500.0,3000.0,1,1,1,24.78,21.74,28.0,10.42,316.6,7.344,1010.0069177177364,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-12,Udumalpet,3000.0,2500.0,3000.0,1,1,1,25.23,22.3,28.81,7.93,326.4,6.984,1009.5802593936398,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-13,Udumalpet,3000.0,2500.0,3000.0,1,1,1,25.69,22.07,29.91,23.76,84.6,5.760000000000001,1009.4735948126156,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-14,Udumalpet,3000.0,2500.0,3000.0,1,1,1,25.64,22.45,28.66,17.48,96.0,4.104,1009.1536010695432,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-15,Udumalpet,3000.0,2500.0,3000.0,1,1,1,25.61,22.25,29.47,9.0,244.8,4.680000000000001,1008.0869552593016,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-16,Udumalpet,3000.0,2500.0,3000.0,1,1,1,25.65,23.12,28.94,5.52,100.3,6.3,1006.913644868036,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-17,Udumalpet,3000.0,2500.0,3000.0,1,1,1,24.66,22.08,27.9,2.76,255.0,11.664,1008.7269427454464,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
2024-08-18,Udumalpet,3000.0,2500.0,3000.0,1,1,1,25.18,22.19,28.23,4.33,190.3,2.9160000000000004,1009.4735948126156,1.0,2225.0,0.0,1.0,1.0,0.0,Price_Floor
