model_name,rmse,mae,mape_pct
Tabular_GBM,1452.1475373246976,962.4591162422151,10.950359677525535
Standalone_LSTM,2224.319629821353,2044.2945975819457,26.604997394779357
ARIMAX,5603.054352664191,5082.920710380244,68.15642426844435
Hybrid_ARIMAX_LSTM,5603.054352664191,5082.920710380244,68.15642426844435
ARIMA,6395.701966399913,5874.229242224963,78.23057867222946
