model_name,rmse,mae,mape_pct
ARIMAX,2954.3488748601676,2563.228302850536,14.798496789106725
Hybrid_ARIMAX_LSTM,2954.3488748601676,2563.228302850536,14.798496789106725
Tabular_GBM,3016.7905228438235,2738.3099355448567,15.978735353689055
Standalone_LSTM,3741.122967136279,3254.1838164228134,18.448597856181898
ARIMA,3969.445940636631,3514.321241966692,19.974927152205826
