model_name,rmse,mae,mape_pct
ARIMAX,2099.637330994311,1752.2197405984832,7.428910777681136
Hybrid_ARIMAX_LSTM,2099.637330994311,1752.2197405984832,7.428910777681136
ARIMA,3313.4047339826393,2960.6477340801684,12.50222659530075
Standalone_LSTM,3517.7992352866836,3177.6884257166253,13.444992764329891
Tabular_GBM,3599.1353310650084,3049.3168463288894,12.834231933128127
