model_name,rmse,mae,mape_pct
Hybrid_ARIMAX_LSTM,1146.089340186216,937.5147834394597,12.340481246806172
ARIMAX,1187.270317431628,811.6760509904831,10.324787956150384
ARIMA,1262.555706431558,847.4553325548296,10.513065503924674
Tabular_GBM,1381.8890748949318,1286.45171006171,17.36105373980335
Standalone_LSTM,1653.4061078401169,1219.3278532102343,14.39486445373032
