model_name,rmse,mae,mape_pct
Tabular_GBM,1231.4564746246367,1004.2989238752452,17.043188235658924
ARIMA,1237.1776903133755,1082.0390371173798,18.318132547871077
Standalone_LSTM,1238.484960716517,1080.9502347930309,18.146761854261996
ARIMAX,2045.0191433380357,1794.6394571332887,28.00394950175662
Hybrid_ARIMAX_LSTM,2045.0191433380357,1794.6394571332887,28.00394950175662
