date,forecast
2025-05-05,3851.688464021621
2025-05-06,3853.376928043242
2025-05-07,3855.065392064863
2025-05-08,3856.753856086484
2025-05-09,3858.442320108105
2025-05-10,3860.130784129726
2025-05-11,3861.819248151347
2025-05-12,3861.819248151347
2025-05-13,3861.819248151347
2025-05-14,3861.819248151347
2025-05-15,3861.819248151347
2025-05-16,3861.819248151347
2025-05-17,3861.819248151347
2025-05-18,3861.819248151347
2025-05-19,3861.819248151347
2025-05-20,3861.819248151347
2025-05-21,3861.819248151347
2025-05-22,3861.819248151347
2025-05-23,3861.819248151347
2025-05-24,3861.819248151347
2025-05-25,3861.819248151347
2025-05-26,3861.819248151347
2025-05-27,3861.819248151347
2025-05-28,3861.819248151347
2025-05-29,3861.819248151347
2025-05-30,3861.819248151347
2025-05-31,3861.819248151347
2025-06-01,3861.819248151347
2025-06-02,3861.819248151347
2025-06-03,3861.819248151347
2025-06-04,3861.819248151347
2025-06-05,3861.819248151347
2025-06-06,3861.819248151347
2025-06-07,3861.819248151347
2025-06-08,3861.819248151347
2025-06-09,3861.819248151347
2025-06-10,3861.819248151347
2025-06-11,3861.819248151347
2025-06-12,3861.819248151347
2025-06-13,3861.819248151347
2025-06-14,3861.819248151347
2025-06-15,3861.819248151347
2025-06-16,3861.819248151347
2025-06-17,3861.819248151347
2025-06-18,3861.819248151347
2025-06-19,3861.819248151347
2025-06-20,3861.819248151347
2025-06-21,3861.819248151347
2025-06-22,3861.819248151347
2025-06-23,3861.819248151347
2025-06-24,3861.819248151347
2025-06-25,3861.819248151347
2025-06-26,3861.819248151347
2025-06-27,3861.819248151347
2025-06-28,3861.819248151347
2025-06-29,3861.819248151347
2025-06-30,3861.819248151347
2025-07-01,3861.819248151347
2025-07-02,3861.819248151347
2025-07-03,3861.819248151347
2025-07-04,3861.819248151347
2025-07-05,3861.819248151347
2025-07-06,3861.819248151347
2025-07-07,3861.819248151347
2025-07-08,3861.819248151347
2025-07-09,3861.819248151347
2025-07-10,3861.819248151347
2025-07-11,3861.819248151347
2025-07-12,3861.819248151347
2025-07-13,3861.819248151347
2025-07-14,3861.819248151347
2025-07-15,3861.819248151347
2025-07-16,3861.819248151347
2025-07-17,3861.819248151347
2025-07-18,3861.819248151347
2025-07-19,3861.819248151347
2025-07-20,3861.819248151347
2025-07-21,3861.819248151347
2025-07-22,3861.819248151347
2025-07-23,3861.819248151347
2025-07-24,3861.819248151347
2025-07-25,3861.819248151347
2025-07-26,3861.819248151347
2025-07-27,3861.819248151347
2025-07-28,3861.819248151347
2025-07-29,3861.819248151347
2025-07-30,3861.819248151347
2025-07-31,3861.819248151347
2025-08-01,3861.819248151347
2025-08-02,3861.819248151347
