date,forecast
2025-05-05,5268.411613418003
2025-05-06,5286.823226836005
2025-05-07,5305.234840254008
2025-05-08,5323.646453672011
2025-05-09,5342.058067090014
2025-05-10,5360.469680508017
2025-05-11,5378.88129392602
2025-05-12,5377.28960115271
2025-05-13,5375.697908379401
2025-05-14,5374.106215606092
2025-05-15,5372.514522832782
2025-05-16,5370.922830059472
2025-05-17,5369.3311372861635
2025-05-18,5367.739444512854
2025-05-19,5334.942997154164
2025-05-20,5302.146549795473
2025-05-21,5269.350102436783
2025-05-22,5236.5536550780935
2025-05-23,5203.757207719404
2025-05-24,5170.960760360713
2025-05-25,5138.164313002023
2025-05-26,5125.919805190783
2025-05-27,5113.675297379543
2025-05-28,5101.430789568303
2025-05-29,5089.186281757063
2025-05-30,5076.941773945823
2025-05-31,5064.697266134583
2025-06-01,5052.452758323343
2025-06-02,5056.390743341483
2025-06-03,5060.328728359623
2025-06-04,5064.266713377763
2025-06-05,5068.204698395903
2025-06-06,5072.142683414043
2025-06-07,5076.080668432182
2025-06-08,5080.018653450323
2025-06-09,5083.060165520257
2025-06-10,5086.101677590192
2025-06-11,5089.143189660126
2025-06-12,5092.184701730061
2025-06-13,5095.226213799995
2025-06-14,5098.26772586993
2025-06-15,5101.309237939864
2025-06-16,5101.639461879553
2025-06-17,5101.969685819241
2025-06-18,5102.29990975893
2025-06-19,5102.630133698618
2025-06-20,5102.960357638307
2025-06-21,5103.290581577995
2025-06-22,5103.620805517684
2025-06-23,5103.771258901882
2025-06-24,5103.92171228608
2025-06-25,5104.072165670278
2025-06-26,5104.222619054477
2025-06-27,5104.373072438675
2025-06-28,5104.523525822873
2025-06-29,5104.673979207071
2025-06-30,5104.673979207071
2025-07-01,5104.673979207071
2025-07-02,5104.673979207071
2025-07-03,5104.673979207071
2025-07-04,5104.673979207071
2025-07-05,5104.673979207071
2025-07-06,5104.673979207071
2025-07-07,5104.673979207071
2025-07-08,5104.673979207071
2025-07-09,5104.673979207071
2025-07-10,5104.673979207071
2025-07-11,5104.673979207071
2025-07-12,5104.673979207071
2025-07-13,5104.673979207071
2025-07-14,5104.673979207071
2025-07-15,5104.673979207071
2025-07-16,5104.673979207071
2025-07-17,5104.673979207071
2025-07-18,5104.673979207071
2025-07-19,5104.673979207071
2025-07-20,5104.673979207071
2025-07-21,5104.673979207071
2025-07-22,5104.673979207071
2025-07-23,5104.673979207071
2025-07-24,5104.673979207071
2025-07-25,5104.673979207071
2025-07-26,5104.673979207071
2025-07-27,5104.673979207071
2025-07-28,5104.673979207071
2025-07-29,5104.673979207071
2025-07-30,5104.673979207071
2025-07-31,5104.673979207071
2025-08-01,5104.673979207071
2025-08-02,5104.673979207071
