model_name,rmse,mae,mape_pct
ARIMA,128.2457260772868,98.11215991535528,3.3366559476023023
Hybrid_ARIMAX_LSTM,302.6567692179113,266.74776103005706,9.194522787181764
ARIMAX,327.85485586383254,294.3201293055035,10.155363456909985
Standalone_LSTM,460.868838696889,447.53759868128134,15.51530135593595
